parcl_id,country,geoid,state_fips_code,name,state_abbreviation,region,location_type,total_population,median_income,parcl_exchange_market,pricefeed_market,case_shiller_10_market,case_shiller_20_market
2899939,USA,25260,,"Hanford-Corcoran, Ca",,,CBSA,152515,68540,0,0,0,0
2899864,USA,10780,,"Alexandria, La",,,CBSA,151721,55650,0,0,0,0
2899696,USA,22520,,"Florence-Muscle Shoals, Al",,,CBSA,151599,56113,0,0,0,0
2899757,USA,20020,,"Dothan, Al",,,CBSA,150969,54171,0,0,0,0
2900000,USA,27620,,"Jefferson City, Mo",,,CBSA,150182,70195,0,0,0,0
2900074,USA,30940,,"London, Ky",,,CBSA,149619,45127,0,0,0,0
2900378,USA,43580,,"Sioux City, Ia-Ne-Sd",,,CBSA,149113,69065,0,0,0,0
2900072,USA,30860,,"Logan, Ut-Id",,,CBSA,148804,71739,0,0,0,0
2900492,USA,48660,,"Wichita Falls, Tx",,,CBSA,148523,60641,0,0,0,0
2900217,USA,36837,,"Ottawa, Il",,,CBSA,148326,67181,0,0,0,0
2900450,USA,46660,,"Valdosta, Ga",,,CBSA,148203,51216,0,0,0,0
2899856,USA,10500,,"Albany, Ga",,,CBSA,147716,53173,0,0,0,0
2900421,USA,45500,,"Texarkana, Tx-Ar",,,CBSA,147453,53628,0,0,0,0
2899693,USA,22380,,"Flagstaff, Az",,,CBSA,144705,67266,0,0,0,0
2900306,USA,40580,,"Rocky Mount, Nc",,,CBSA,144082,53553,0,0,0,0
2900499,USA,49020,,"Winchester, Va-Wv",,,CBSA,143385,79416,0,0,0,0
2900057,USA,30140,,"Lebanon, Pa",,,CBSA,143258,72532,0,0,0,0
2900270,USA,39060,,"Pottsville, Pa",,,CBSA,143201,63574,0,0,0,0
2900151,USA,34100,,"Morristown, Tn",,,CBSA,143196,52913,0,0,0,0
2899735,USA,19140,,"Dalton, Ga",,,CBSA,143096,60017,0,0,0,0
2900283,USA,39660,,"Rapid City, Sd",,,CBSA,140356,68363,0,0,0,0
2900150,USA,34060,,"Morgantown, Wv",,,CBSA,140194,60670,0,0,0,0
2900489,USA,48540,,"Wheeling, Wv-Oh",,,CBSA,139287,56691,0,0,0,0
2900033,USA,29100,,"La Crosse-Onalaska, Wi-Mn",,,CBSA,139042,69043,0,0,0,0
2900172,USA,34900,,"Napa, Ca",,,CBSA,137384,105809,0,0,0,0
2900371,USA,43300,,"Sherman-Denison, Tx",,,CBSA,137008,66608,0,0,0,0
2900409,USA,44940,,"Sumter, Sc",,,CBSA,136362,52942,0,0,0,0
2899796,USA,21700,,"Eureka-Arcata, Ca",,,CBSA,136132,57881,0,0,0,0
2900393,USA,44220,,"Springfield, Oh",,,CBSA,135877,58954,0,0,0,0
2899943,USA,25500,,"Harrisonburg, Va",,,CBSA,135689,66823,0,0,0,0
2900005,USA,27860,,"Jonesboro, Ar",,,CBSA,134035,52709,0,0,0,0
2899590,USA,12980,,"Battle Creek, Mi",,,CBSA,134011,58191,0,0,0,0
2899938,USA,25220,,"Hammond, La",,,CBSA,133953,55274,0,0,0,0
2900095,USA,31740,,"Manhattan, Ks",,,CBSA,133834,61270,0,0,0,0
2899824,USA,16060,,"Carbondale-Marion, Il",,,CBSA,133609,53747,0,0,0,0
2899612,USA,13900,,"Bismarck, Nd",,,CBSA,133467,81846,0,0,0,0
2900004,USA,27780,,"Johnstown, Pa",,,CBSA,133263,54221,0,0,0,0
2900423,USA,45540,,"The Villages, Fl",,,CBSA,131832,70105,0,0,0,0
2900164,USA,34580,,"Mount Vernon-Anacortes, Wa",,,CBSA,129480,82029,0,0,0,0
2900252,USA,38340,,"Pittsfield, Ma",,,CBSA,128763,69744,0,0,0,0
2899857,USA,10540,,"Albany-Lebanon, Or",,,CBSA,128598,69523,0,0,0,0
2899994,USA,27460,,"Jamestown-Dunkirk-Fredonia, Ny",,,CBSA,127440,54625,0,0,0,0
2900054,USA,30020,,"Lawton, Ok",,,CBSA,127314,57196,0,0,0,0
2899907,USA,24020,,"Glens Falls, Ny",,,CBSA,126994,71380,0,0,0,0
2899653,USA,17420,,"Cleveland, Tn",,,CBSA,126479,60001,0,0,0,0
2900375,USA,43420,,"Sierra Vista-Douglas, Az",,,CBSA,125504,58421,0,0,0,0
2900397,USA,44420,,"Staunton, Va",,,CBSA,125355,67711,0,0,0,0
2899874,USA,11180,,"Ames, Ia",,,CBSA,125273,68107,0,0,0,0
2900098,USA,31900,,"Mansfield, Oh",,,CBSA,125008,56557,0,0,0,0
2887287,USA,12300,,"Augusta-Waterville, Me",,,CBSA,124003,62118,0,0,0,0
2900177,USA,35100,,"New Bern, Nc",,,CBSA,122678,60258,0,0,0,0
2899870,USA,11020,,"Altoona, Pa",,,CBSA,122640,59386,0,0,0,0
2900486,USA,48300,,"Wenatchee, Wa",,,CBSA,122265,75185,0,0,0,0
2900330,USA,41660,,"San Angelo, Tx",,,CBSA,122229,66832,0,0,0,0
2900320,USA,41140,,"St. Joseph, Mo-Ks",,,CBSA,121952,61030,0,0,0,0
2899807,USA,22140,,"Farmington, Nm",,,CBSA,121798,50734,0,0,0,0
2900221,USA,36980,,"Owensboro, Ky",,,CBSA,121147,64366,0,0,0,0
2899960,USA,26090,,"Holland, Mi",,,CBSA,120189,75543,0,0,0,0
2899628,USA,14580,,"Bozeman, Mt",,,CBSA,119685,83434,0,0,0,0
2900052,USA,29940,,"Lawrence, Ks",,,CBSA,119094,66153,0,0,0,0
2900139,USA,33540,,"Missoula, Mt",,,CBSA,118541,66840,0,0,0,0
2900366,USA,43100,,"Sheboygan, Wi",,,CBSA,117741,68969,0,0,0,0
2900083,USA,31300,,"Lumberton, Nc",,,CBSA,117573,39393,0,0,0,0
2899910,USA,24140,,"Goldsboro, Nc",,,CBSA,117480,54323,0,0,0,0
2900480,USA,48060,,"Watertown-Fort Drum, Ny",,,CBSA,117445,62782,0,0,0,0
2899895,USA,49300,,"Wooster, Oh",,,CBSA,116680,70320,0,0,0,0
2900485,USA,48260,,"Weirton-Steubenville, Wv-Oh",,,CBSA,116536,54142,0,0,0,0
2899880,USA,11500,,"Anniston-Oxford, Al",,,CBSA,116162,54339,0,0,0,0
2900441,USA,46300,,"Twin Falls, Id",,,CBSA,115066,62912,0,0,0,0
2899596,USA,13220,,"Beckley, Wv",,,CBSA,114848,48859,0,0,0,0
2899674,USA,18260,,"Cookeville, Tn",,,CBSA,114463,52638,0,0,0,0
2900493,USA,48700,,"Williamsport, Pa",,,CBSA,114022,63437,0,0,0,0
2899643,USA,15260,,"Brunswick, Ga",,,CBSA,113854,60777,0,0,0,0
2899815,USA,15680,,"California-Lexington Park, Md",,,CBSA,113814,113668,0,0,0,0
2900129,USA,33140,,"Michigan City-La Porte, In",,,CBSA,112215,66854,0,0,0,0
2900165,USA,34620,,"Muncie, In",,,CBSA,112156,53377,0,0,0,0
2900062,USA,30340,,"Lewiston-Auburn, Me",,,CBSA,111532,64500,0,0,0,0
2900309,USA,40700,,"Roseburg, Or",,,CBSA,111322,56440,0,0,0,0
2900076,USA,31020,,"Longview, Wa",,,CBSA,110621,70912,0,0,0,0
2900202,USA,36300,,"Ogdensburg-Massena, Ny",,,CBSA,108670,58339,0,0,0,0
2900437,USA,46100,,"Tullahoma-Manchester, Tn",,,CBSA,107618,58259,0,0,0,0
2900011,USA,28100,,"Kankakee, Il",,,CBSA,107421,65489,0,0,0,0
2900372,USA,43320,,"Show Low, Az",,,CBSA,107110,50335,0,0,0,0
2900293,USA,40080,,"Richmond-Berea, Ky",,,CBSA,107093,57096,0,0,0,0
2899618,USA,14140,,"Bluefield, Wv-Va",,,CBSA,106163,47294,0,0,0,0
2900010,USA,28060,,"Kalispell, Mt",,,CBSA,105950,68025,0,0,0,0
2900490,USA,48580,,"Whitewater, Wi",,,CBSA,105127,75172,0,0,0,0
2899726,USA,23900,,"Gettysburg, Pa",,,CBSA,104604,78975,0,0,0,0
2900037,USA,29300,,"Lagrange, Ga-Al",,,CBSA,104139,52767,0,0,0,0
2899912,USA,24220,,"Grand Forks, Nd-Mn",,,CBSA,104055,65971,0,0,0,0
2899697,USA,22540,,"Fond Du Lac, Wi",,,CBSA,104027,70368,0,0,0,0
2899591,USA,13020,,"Bay City, Mi",,,CBSA,103752,57887,0,0,0,0
2899744,USA,19500,,"Decatur, Il",,,CBSA,103542,59622,0,0,0,0
2900097,USA,31860,,"Mankato, Mn",,,CBSA,103402,73472,0,0,0,0
2899716,USA,23460,,"Gadsden, Al",,,CBSA,103348,52177,0,0,0,0
2899738,USA,19260,,"Danville, Va",,,CBSA,103048,46853,0,0,0,0
2899983,USA,27060,,"Ithaca, Ny",,,CBSA,102555,69995,0,0,0,0
2900355,USA,42700,,"Sebring-Avon Park, Fl",,,CBSA,102339,53679,0,0,0,0
2900435,USA,46020,,"Truckee-Grass Valley, Ca",,,CBSA,102322,79395,0,0,0,0
2900067,USA,30620,,"Lima, Oh",,,CBSA,102087,58976,0,0,0,0
2900324,USA,41400,,"Salem, Oh",,,CBSA,101723,55473,0,0,0,0
2900249,USA,38240,,"Pinehurst-Southern Pines, Nc",,,CBSA,100759,77981,0,0,0,0
2899844,USA,16940,,"Cheyenne, Wy",,,CBSA,100316,76282,0,0,0,0
2899964,USA,26300,,"Hot Springs, Ar",,,CBSA,100021,54229,0,0,0,0
2900367,USA,43140,,"Shelby, Nc",,,CBSA,99527,50723,0,0,0,0
2899852,USA,10300,,"Adrian, Mi",,,CBSA,99263,65484,0,0,0,0
2900153,USA,34180,,"Moses Lake, Wa",,,CBSA,99145,66387,0,0,0,0
2899762,USA,20220,,"Dubuque, Ia",,,CBSA,98812,73495,0,0,0,0
2900308,USA,40660,,"Rome, Ga",,,CBSA,98541,57868,0,0,0,0
2900361,USA,42940,,"Sevierville, Tn",,,CBSA,98455,60103,0,0,0,0
2900225,USA,37140,,"Paducah, Ky-Il",,,CBSA,98430,57960,0,0,0,0
2900457,USA,47020,,"Victoria, Tx",,,CBSA,98301,66105,0,0,0,0
2899861,USA,10700,,"Albertville, Al",,,CBSA,97923,58272,0,0,0,0
2899888,USA,11780,,"Ashtabula, Oh",,,CBSA,97666,53663,0,0,0,0
2899823,USA,16020,,"Cape Girardeau, Mo-Il",,,CBSA,97622,62671,0,0,0,0
2900125,USA,32940,,"Meridian, Ms",,,CBSA,97274,45386,0,0,0,0
2899630,USA,14660,,"Brainerd, Mn",,,CBSA,96846,64975,0,0,0,0
2899799,USA,21820,,"Fairbanks, Ak",,,CBSA,96299,81655,0,0,0,0
2899683,USA,18700,,"Corvallis, Or",,,CBSA,95615,72882,0,0,0,0
2900199,USA,36140,,"Ocean City, Nj",,,CBSA,95456,83870,0,0,0,0
2900257,USA,38540,,"Pocatello, Id",,,CBSA,95352,60704,0,0,0,0
2899733,USA,19060,,"Cumberland, Md-Wv",,,CBSA,95118,57539,0,0,0,0
2899679,USA,18500,,"Corning, Ny",,,CBSA,93584,62506,0,0,0,0
2900183,USA,35420,,"New Philadelphia-Dover, Oh",,,CBSA,92840,61953,0,0,0,0
2899953,USA,25840,,"Hermiston-Pendleton, Or",,,CBSA,92044,69901,0,0,0,0
2900410,USA,44980,,"Sunbury, Pa",,,CBSA,91340,55952,0,0,0,0
2900443,USA,46380,,"Ukiah, Ca",,,CBSA,91145,61335,0,0,0,0
2899648,USA,17220,,"Clarksburg, Wv",,,CBSA,90311,55838,0,0,0,0
2900235,USA,37620,,"Parkersburg-Vienna, Wv",,,CBSA,89474,54175,0,0,0,0
2899595,USA,13180,,"Beaver Dam, Wi",,,CBSA,89032,71747,0,0,0,0
2899731,USA,18980,,"Cullman, Al",,,CBSA,88284,58119,0,0,0,0
2899918,USA,24420,,"Grants Pass, Or",,,CBSA,87994,56068,0,0,0,0
2900248,USA,38220,,"Pine Bluff, Ar",,,CBSA,87498,47559,0,0,0,0
2900082,USA,31260,,"Lufkin, Tx",,,CBSA,86608,57055,0,0,0,0
2900197,USA,36020,,"Oak Harbor, Wa",,,CBSA,86510,82850,0,0,0,0
2899905,USA,49780,,"Zanesville, Oh",,,CBSA,86393,56810,0,0,0,0
2900479,USA,48020,,"Watertown-Fort Atkinson, Wi",,,CBSA,85932,77018,0,0,0,0
2900180,USA,35260,,"New Castle, Pa",,,CBSA,85907,57585,0,0,0,0
2899920,USA,24500,,"Great Falls, Mt",,,CBSA,84423,61351,0,0,0,0
2900212,USA,36700,,"Orangeburg, Sc",,,CBSA,84159,41020,0,0,0,0
2900120,USA,32740,,"Meadville, Pa",,,CBSA,83876,58734,0,0,0,0
2900312,USA,40780,,"Russellville, Ar",,,CBSA,83817,52259,0,0,0,0
2899949,USA,25740,,"Helena, Mt",,,CBSA,83760,72168,0,0,0,0
2899786,USA,21300,,"Elmira, Ny",,,CBSA,83584,61358,0,0,0,0
2900131,USA,33220,,"Midland, Mi",,,CBSA,83503,73643,0,0,0,0
2900050,USA,29860,,"Laurel, Ms",,,CBSA,83472,48389,0,0,0,0
2900031,USA,29020,,"Kokomo, In",,,CBSA,83452,62014,0,0,0,0
2899978,USA,26860,,"Indiana, Pa",,,CBSA,83394,57170,0,0,0,0
2899617,USA,14100,,"Bloomsburg-Berwick, Pa",,,CBSA,83089,61559,0,0,0,0
2899835,USA,16500,,"Centralia, Wa",,,CBSA,82663,67247,0,0,0,0
2899893,USA,11980,,"Athens, Tx",,,CBSA,82627,59778,0,0,0,0
2900211,USA,36660,,"Opelousas, La",,,CBSA,82574,44478,0,0,0,0
2899668,USA,18020,,"Columbus, In",,,CBSA,82371,76912,0,0,0,0
2899958,USA,25980,,"Hinesville, Ga",,,CBSA,82354,55427,0,0,0,0
2900403,USA,44660,,"Stillwater, Ok",,,CBSA,82058,46658,0,0,0,0
2900021,USA,28580,,"Key West, Fl",,,CBSA,82044,80111,0,0,0,0
2900096,USA,31820,,"Manitowoc, Wi",,,CBSA,81242,66412,0,0,0,0
2900415,USA,45180,,"Talladega-Sylacauga, Al",,,CBSA,81105,52457,0,0,0,0
2900472,USA,47700,,"Warsaw, In",,,CBSA,80442,70945,0,0,0,0
2900255,USA,38460,,"Plattsburgh, Ny",,,CBSA,79839,67097,0,0,0,0
2900396,USA,44340,,"Statesboro, Ga",,,CBSA,79829,53675,0,0,0,0
2899761,USA,20180,,"Dubois, Pa",,,CBSA,79707,56982,0,0,0,0
2899828,USA,16220,,"Casper, Wy",,,CBSA,79506,69104,0,0,0,0
2899908,USA,24060,,"Glenwood Springs, Co",,,CBSA,79008,86831,0,0,0,0
2900359,USA,42860,,"Seneca, Sc",,,CBSA,78775,56710,0,0,0,0
2900498,USA,48980,,"Wilson, Nc",,,CBSA,78667,49827,0,0,0,0
2899948,USA,25720,,"Heber, Ut",,,CBSA,77533,114857,0,0,0,0
2900264,USA,38820,,"Port Angeles, Wa",,,CBSA,77333,66108,0,0,0,0
2899973,USA,26660,,"Huntsville, Tx",,,CBSA,77182,47193,0,0,0,0
2900138,USA,33500,,"Minot, Nd",,,CBSA,77140,78112,0,0,0,0
2900352,USA,42620,,"Searcy, Ar",,,CBSA,77118,51144,0,0,0,0
2899999,USA,27600,,"Jefferson, Ga",,,CBSA,77033,82056,0,0,0,0
2900206,USA,36460,,"Olean, Ny",,,CBSA,77000,56889,0,0,0,0
2899847,USA,17060,,"Chillicothe, Oh",,,CBSA,76957,58048,0,0,0,0
2899913,USA,24260,,"Grand Island, Ne",,,CBSA,76726,63314,0,0,0,0
2900015,USA,28300,,"Keene, Nh",,,CBSA,76610,76551,0,0,0,0
2887284,USA,12180,,"Auburn, Ny",,,CBSA,76171,63227,0,0,0,0
2899849,USA,10140,,"Aberdeen, Wa",,,CBSA,75672,59105,0,0,0,0
2900280,USA,39500,,"Quincy, Il-Mo",,,CBSA,75570,61924,0,0,0,0
2899710,USA,23180,,"Frankfort, Ky",,,CBSA,75314,64669,0,0,0,0
2900334,USA,41780,,"Sandusky, Oh",,,CBSA,75299,65171,0,0,0,0
2899691,USA,22300,,"Findlay, Oh",,,CBSA,75072,67006,0,0,0,0
2900504,USA,49220,,"Wisconsin Rapids-Marshfield, Wi",,,CBSA,74138,63273,0,0,0,0
2899736,USA,19180,,"Danville, Il",,,CBSA,74113,52787,0,0,0,0
2900382,USA,43740,,"Somerset, Pa",,,CBSA,73802,57357,0,0,0,0
2900269,USA,39020,,"Portsmouth, Oh",,,CBSA,73716,46360,0,0,0,0
2900227,USA,37260,,"Palatka, Fl",,,CBSA,73604,44852,0,0,0,0
2900013,USA,28180,,"Kapaa, Hi",,,CBSA,73511,88869,0,0,0,0
2899959,USA,26020,,"Hobbs, Nm",,,CBSA,73103,65855,0,0,0,0
2900365,USA,43060,,"Shawnee, Ok",,,CBSA,72734,58270,0,0,0,0
2899722,USA,23700,,"Gallup, Nm",,,CBSA,72073,44029,0,0,0,0
2899705,USA,22840,,"Fort Payne, Al",,,CBSA,71680,47920,0,0,0,0
2900157,USA,34340,,"Mount Airy, Nc",,,CBSA,71429,52743,0,0,0,0
2899923,USA,24620,,"Greeneville, Tn",,,CBSA,70399,51975,0,0,0,0
2900402,USA,44620,,"Stevens Point, Wi",,,CBSA,70281,71301,0,0,0,0
2900039,USA,29380,,"Lake City, Fl",,,CBSA,69832,53501,0,0,0,0
2900029,USA,28900,,"Klamath Falls, Or",,,CBSA,69506,57219,0,0,0,0
2899931,USA,24940,,"Greenwood, Sc",,,CBSA,69309,47553,0,0,0,0
2900148,USA,33980,,"Morehead City, Nc",,,CBSA,68353,66965,0,0,0,0
2899651,USA,17340,,"Clearlake, Ca",,,CBSA,68024,56259,0,0,0,0
2899855,USA,10460,,"Alamogordo, Nm",,,CBSA,67850,50833,0,0,0,0
2899805,USA,22060,,"Faribault-Northfield, Mn",,,CBSA,67152,78214,0,0,0,0
2899806,USA,22100,,"Farmington, Mo",,,CBSA,66814,53083,0,0,0,0
2900169,USA,34780,,"Muskogee, Ok",,,CBSA,66606,50289,0,0,0,0
2900101,USA,31980,,"Marion, In",,,CBSA,66560,53033,0,0,0,0
2900291,USA,39980,,"Richmond, In",,,CBSA,66522,54854,0,0,0,0
2900104,USA,32100,,"Marquette, Mi",,,CBSA,66376,63115,0,0,0,0
2900298,USA,40260,,"Roanoke Rapids, Nc",,,CBSA,66300,42846,0,0,0,0
2900194,USA,35900,,"North Wilkesboro, Nc",,,CBSA,66125,49119,0,0,0,0
2900369,USA,43220,,"Shelton, Wa",,,CBSA,66053,74388,0,0,0,0
2900290,USA,39940,,"Rexburg, Id",,,CBSA,66006,56594,0,0,0,0
2900294,USA,40100,,"Rio Grande City-Roma, Tx",,,CBSA,65716,35979,0,0,0,0
2887294,USA,12660,,"Baraboo, Wi",,,CBSA,65664,72930,0,0,0,0
2900286,USA,39780,,"Red Bluff, Ca",,,CBSA,65484,59029,0,0,0,0
2900103,USA,32020,,"Marion, Oh",,,CBSA,65366,55106,0,0,0,0
2900100,USA,31940,,"Marinette, Wi-Mi",,,CBSA,65260,58291,0,0,0,0
2900381,USA,43700,,"Somerset, Ky",,,CBSA,65145,48768,0,0,0,0
2899760,USA,20140,,"Dublin, Ga",,,CBSA,65043,46411,0,0,0,0
2899996,USA,27530,,"Jasper, Al",,,CBSA,64978,52987,0,0,0,0
2900159,USA,34380,,"Mount Pleasant, Mi",,,CBSA,64938,52638,0,0,0,0
2899675,USA,18300,,"Coos Bay, Or",,,CBSA,64908,57563,0,0,0,0
2900171,USA,34860,,"Nacogdoches, Tx",,,CBSA,64768,51153,0,0,0,0
2900310,USA,40740,,"Roswell, Nm",,,CBSA,64701,49673,0,0,0,0
2899698,USA,22580,,"Forest City, Nc",,,CBSA,64680,50512,0,0,0,0
2900061,USA,30300,,"Lewiston, Id-Wa",,,CBSA,64570,64488,0,0,0,0
2900109,USA,32300,,"Martinsville, Va",,,CBSA,64299,42458,0,0,0,0
2900032,USA,29060,,"Laconia, Nh",,,CBSA,63914,80719,0,0,0,0
2899725,USA,23860,,"Georgetown, Sc",,,CBSA,63594,59782,0,0,0,0
2900335,USA,41820,,"Sanford, Nc",,,CBSA,63560,60941,0,0,0,0
2899859,USA,10620,,"Albemarle, Nc",,,CBSA,62723,60634,0,0,0,0
2900163,USA,34540,,"Mount Vernon, Oh",,,CBSA,62657,71246,0,0,0,0
2899911,USA,24180,,"Granbury, Tx",,,CBSA,62459,80013,0,0,0,0
2899789,USA,21420,,"Enid, Ok",,,CBSA,62456,64165,0,0,0,0
2900467,USA,47460,,"Walla Walla, Wa",,,CBSA,62150,66635,0,0,0,0
2899975,USA,26740,,"Hutchinson, Ks",,,CBSA,61881,57390,0,0,0,0
2899730,USA,18900,,"Crossville, Tn",,,CBSA,61552,56002,0,0,0,0
2899968,USA,26460,,"Hudson, Ny",,,CBSA,61469,81741,0,0,0,0
2900394,USA,44260,,"Starkville, Ms",,,CBSA,61330,45358,0,0,0,0
2899891,USA,11900,,"Athens, Oh",,,CBSA,61276,48750,0,0,0,0
2899825,USA,16100,,"Carlsbad-Artesia, Nm",,,CBSA,61264,77458,0,0,0,0
2899727,USA,23940,,"Gillette, Wy",,,CBSA,60985,88151,0,0,0,0
2900406,USA,44780,,"Sturgis, Mi",,,CBSA,60887,62281,0,0,0,0
2900314,USA,40860,,"Rutland, Vt",,,CBSA,60585,62641,0,0,0,0
2900347,USA,42380,,"Sayre, Pa",,,CBSA,60159,60650,0,0,0,0
2899689,USA,22260,,"Fergus Falls, Mn",,,CBSA,60072,67990,0,0,0,0
2900326,USA,41460,,"Salina, Ks",,,CBSA,59928,60896,0,0,0,0
2887297,USA,12740,,"Barre, Vt",,,CBSA,59768,77278,0,0,0,0
2900209,USA,36580,,"Oneonta, Ny",,,CBSA,59678,65778,0,0,0,0
2900099,USA,31930,,"Marietta, Oh",,,CBSA,59639,59053,0,0,0,0
2899690,USA,22280,,"Fernley, Nv",,,CBSA,59435,70026,0,0,0,0
2899714,USA,23380,,"Fremont, Oh",,,CBSA,58885,60814,0,0,0,0
2899669,USA,18060,,"Columbus, Ms",,,CBSA,58547,53687,0,0,0,0
2900195,USA,35940,,"Norwalk, Oh",,,CBSA,58518,64144,0,0,0,0
2899883,USA,11620,,"Ardmore, Ok",,,CBSA,58360,56968,0,0,0,0
2899827,USA,16180,,"Carson City, Nv",,,CBSA,58249,67465,0,0,0,0
2887299,USA,12860,,"Batavia, Ny",,,CBSA,58204,68178,0,0,0,0
2900228,USA,37300,,"Palestine, Tx",,,CBSA,58077,57445,0,0,0,0
2899829,USA,16260,,"Cedar City, Ut",,,CBSA,58068,63005,0,0,0,0
2899770,USA,20580,,"Eagle Pass, Tx",,,CBSA,57806,48497,0,0,0,0
2899814,USA,15660,,"Calhoun, Ga",,,CBSA,57785,57555,0,0,0,0
2899703,USA,22800,,"Fort Madison-Keokuk, Ia-Il-Mo",,,CBSA,57717,58590,0,0,0,0
2899839,USA,16660,,"Charleston-Mattoon, Il",,,CBSA,57523,56476,0,0,0,0
2900210,USA,36620,,"Ontario, Or-Id",,,CBSA,57109,55155,0,0,0,0
2900014,USA,28260,,"Kearney, Ne",,,CBSA,56758,70727,0,0,0,0
2899732,USA,19000,,"Cullowhee, Nc",,,CBSA,56518,51758,0,0,0,0
2900246,USA,38100,,"Picayune, Ms",,,CBSA,56351,54220,0,0,0,0
2899631,USA,14700,,"Branson, Mo",,,CBSA,56202,54467,0,0,0,0
2899717,USA,23500,,"Gaffney, Sc",,,CBSA,56200,47011,0,0,0,0
2899802,USA,21900,,"Fairmont, Wv",,,CBSA,56194,59974,0,0,0,0
2900222,USA,37060,,"Oxford, Ms",,,CBSA,56172,59748,0,0,0,0
2899766,USA,20420,,"Durango, Co",,,CBSA,55983,81936,0,0,0,0
2899997,USA,27540,,"Jasper, In",,,CBSA,55811,67610,0,0,0,0
2900483,USA,48180,,"Waycross, Ga",,,CBSA,55739,49055,0,0,0,0
2899774,USA,20780,,"Edwards, Co",,,CBSA,55650,98887,0,0,0,0
2900401,USA,44580,,"Sterling, Il",,,CBSA,55569,62828,0,0,0,0
2887300,USA,12900,,"Batesville, Ar",,,CBSA,55332,48875,0,0,0,0
2899784,USA,21220,,"Elko, Nv",,,CBSA,55222,87631,0,0,0,0
2900322,USA,41220,,"St. Marys, Ga",,,CBSA,55105,68104,0,0,0,0
2900027,USA,28820,,"Kinston, Nc",,,CBSA,55071,43063,0,0,0,0
2900426,USA,45660,,"Tiffin, Oh",,,CBSA,55062,62476,0,0,0,0
2900383,USA,43760,,"Sonora, Ca",,,CBSA,54993,70432,0,0,0,0
2899737,USA,19220,,"Danville, Ky",,,CBSA,54933,53228,0,0,0,0
2899728,USA,23980,,"Glasgow, Ky",,,CBSA,54824,47855,0,0,0,0
2900258,USA,38580,,"Point Pleasant, Wv-Oh",,,CBSA,54764,54605,0,0,0,0
2899623,USA,14380,,"Boone, Nc",,,CBSA,54540,50034,0,0,0,0
2900471,USA,47660,,"Warrensburg, Mo",,,CBSA,54025,62503,0,0,0,0
2899702,USA,22780,,"Fort Leonard Wood, Mo",,,CBSA,53726,62541,0,0,0,0
2899790,USA,21460,,"Enterprise, Al",,,CBSA,53559,62199,0,0,0,0
2899892,USA,11940,,"Athens, Tn",,,CBSA,53532,57982,0,0,0,0
2899779,USA,21020,,"Elizabeth City, Nc",,,CBSA,53507,60668,0,0,0,0
2900237,USA,37740,,"Payson, Az",,,CBSA,53419,55242,0,0,0,0
2899909,USA,24100,,"Gloversville, Ny",,,CBSA,53280,60557,0,0,0,0
2900262,USA,38740,,"Poplar Bluff, Mo",,,CBSA,53119,46581,0,0,0,0
2899681,USA,18620,,"Corsicana, Tx",,,CBSA,52834,56261,0,0,0,0
2900019,USA,28500,,"Kerrville, Tx",,,CBSA,52810,66713,0,0,0,0
2900349,USA,42460,,"Scottsboro, Al",,,CBSA,52618,46748,0,0,0,0
2887298,USA,12780,,"Bartlesville, Ok",,,CBSA,52579,59426,0,0,0,0
2899887,USA,11740,,"Ashland, Oh",,,CBSA,52522,62254,0,0,0,0
2900133,USA,33300,,"Milledgeville, Ga",,,CBSA,52366,51988,0,0,0,0
2900254,USA,38420,,"Platteville, Wi",,,CBSA,51842,63497,0,0,0,0
2899928,USA,24820,,"Greenville, Oh",,,CBSA,51751,60237,0,0,0,0
2900226,USA,37220,,"Pahrump, Nv",,,CBSA,51698,53602,0,0,0,0
2900299,USA,40300,,"Rochelle, Il",,,CBSA,51672,75782,0,0,0,0
2899863,USA,10760,,"Alexander City, Al",,,CBSA,51580,53054,0,0,0,0
2899758,USA,20060,,"Douglas, Ga",,,CBSA,51321,46936,0,0,0,0
2899992,USA,27380,,"Jacksonville, Tx",,,CBSA,50824,56971,0,0,0,0
2900368,USA,43180,,"Shelbyville, Tn",,,CBSA,50533,59955,0,0,0,0
2900203,USA,36340,,"Oil City, Pa",,,CBSA,50475,59278,0,0,0,0
2900111,USA,32380,,"Mason City, Ia",,,CBSA,50396,63785,0,0,0,0
2900184,USA,35440,,"Newport, Or",,,CBSA,50334,57794,0,0,0,0
2900234,USA,37580,,"Paris, Tx",,,CBSA,50149,58246,0,0,0,0
2900502,USA,49100,,"Winona, Mn",,,CBSA,49792,66162,0,0,0,0
2899721,USA,23660,,"Galesburg, Il",,,CBSA,49751,50263,0,0,0,0
2899875,USA,11220,,"Amsterdam, Ny",,,CBSA,49624,58033,0,0,0,0
2899724,USA,23820,,"Gardnerville Ranchos, Nv",,,CBSA,49476,84262,0,0,0,0
2900224,USA,37120,,"Ozark, Al",,,CBSA,49455,52813,0,0,0,0
2900149,USA,34020,,"Morgan City, La",,,CBSA,49114,47322,0,0,0,0
2899820,USA,15860,,"Cañon City, Co",,,CBSA,49107,56165,0,0,0,0
2899866,USA,10860,,"Alice, Tx",,,CBSA,49020,46922,0,0,0,0
2900179,USA,35220,,"New Castle, In",,,CBSA,48913,57632,0,0,0,0
