parcl_id,country,geoid,state_fips_code,name,state_abbreviation,region,location_type,total_population,median_income,parcl_exchange_market,pricefeed_market,case_shiller_10_market,case_shiller_20_market
2899813,USA,15620,,"Cadillac, Mi",,,CBSA,48855,58374,0,0,0,0
2900190,USA,35740,,"Norfolk, Ne",,,CBSA,48667,63350,0,0,0,0
2899706,USA,22860,,"Fort Polk South, La",,,CBSA,48452,56547,0,0,0,0
2899657,USA,17580,,"Clovis, Nm",,,CBSA,48327,55427,0,0,0,0
2900313,USA,40820,,"Ruston, La",,,CBSA,48323,37001,0,0,0,0
2899613,USA,13940,,"Blackfoot, Id",,,CBSA,48253,69433,0,0,0,0
2900374,USA,43380,,"Sidney, Oh",,,CBSA,48145,73502,0,0,0,0
2900175,USA,35020,,"Natchez, Ms-La",,,CBSA,48102,37726,0,0,0,0
2900333,USA,41760,,"Sandpoint, Id",,,CBSA,47976,61816,0,0,0,0
2900189,USA,35700,,"Nogales, Az",,,CBSA,47838,51885,0,0,0,0
2900147,USA,33940,,"Montrose, Co",,,CBSA,47759,65033,0,0,0,0
2900288,USA,39860,,"Red Wing, Mn",,,CBSA,47697,78338,0,0,0,0
2899747,USA,19620,,"Del Rio, Tx",,,CBSA,47693,57250,0,0,0,0
2900092,USA,31660,,"Malone, Ny",,,CBSA,47459,60270,0,0,0,0
2900016,USA,28340,,"Kendallville, In",,,CBSA,47431,70286,0,0,0,0
2900414,USA,45140,,"Tahlequah, Ok",,,CBSA,47412,52410,0,0,0,0
2900278,USA,39420,,"Pullman, Wa",,,CBSA,47141,49345,0,0,0,0
2900161,USA,34460,,"Mount Sterling, Ky",,,CBSA,47101,51889,0,0,0,0
2887295,USA,12680,,"Bardstown, Ky",,,CBSA,46779,66212,0,0,0,0
2899682,USA,18660,,"Cortland, Ny",,,CBSA,46755,65029,0,0,0,0
2899767,USA,20460,,"Durant, Ok",,,CBSA,46528,54289,0,0,0,0
2899656,USA,17540,,"Clinton, Ia",,,CBSA,46488,61080,0,0,0,0
2899646,USA,15420,,"Burley, Id",,,CBSA,46485,63555,0,0,0,0
2899678,USA,18460,,"Cornelia, Ga",,,CBSA,46326,61292,0,0,0,0
2899601,USA,13420,,"Bemidji, Mn",,,CBSA,46274,62173,0,0,0,0
2900468,USA,47540,,"Wapakoneta, Oh",,,CBSA,46263,75231,0,0,0,0
2900363,USA,42980,,"Seymour, In",,,CBSA,46212,65609,0,0,0,0
2900256,USA,38500,,"Plymouth, In",,,CBSA,46208,66016,0,0,0,0
2900063,USA,30380,,"Lewistown, Pa",,,CBSA,46146,58012,0,0,0,0
2899599,USA,13340,,"Bellefontaine, Oh",,,CBSA,46098,69125,0,0,0,0
2900232,USA,37500,,"Paragould, Ar",,,CBSA,45954,54879,0,0,0,0
2900154,USA,34220,,"Moultrie, Ga",,,CBSA,45813,47235,0,0,0,0
2899955,USA,25880,,"Hillsdale, Mi",,,CBSA,45698,59425,0,0,0,0
2900425,USA,45620,,"Thomasville, Ga",,,CBSA,45665,55958,0,0,0,0
2899620,USA,14220,,"Bogalusa, La",,,CBSA,45514,41803,0,0,0,0
2900090,USA,31580,,"Madisonville, Ky",,,CBSA,45223,54466,0,0,0,0
2900123,USA,32860,,"Menomonie, Wi",,,CBSA,45221,69721,0,0,0,0
2899809,USA,15460,,"Burlington, Ia-Il",,,CBSA,45198,58890,0,0,0,0
2900364,USA,43020,,"Shawano, Wi",,,CBSA,45127,65222,0,0,0,0
2899597,USA,13260,,"Bedford, In",,,CBSA,45113,64210,0,0,0,0
2899915,USA,24330,,"Grand Rapids, Mn",,,CBSA,45054,63962,0,0,0,0
2899942,USA,25460,,"Harrison, Ar",,,CBSA,44905,52078,0,0,0,0
2900307,USA,40620,,"Rolla, Mo",,,CBSA,44843,53242,0,0,0,0
2899662,USA,17740,,"Coldwater, Mi",,,CBSA,44795,60600,0,0,0,0
2900474,USA,47820,,"Washington, Nc",,,CBSA,44711,56081,0,0,0,0
2900102,USA,32000,,"Marion, Nc",,,CBSA,44629,53532,0,0,0,0
2899926,USA,24740,,"Greenville, Ms",,,CBSA,44604,38394,0,0,0,0
2899712,USA,23300,,"Freeport, Il",,,CBSA,44482,57527,0,0,0,0
2899785,USA,21260,,"Ellensburg, Wa",,,CBSA,44424,66800,0,0,0,0
2900053,USA,29980,,"Lawrenceburg, Tn",,,CBSA,44377,51038,0,0,0,0
2900456,USA,46980,,"Vicksburg, Ms",,,CBSA,44341,54117,0,0,0,0
2899969,USA,26500,,"Huntingdon, Pa",,,CBSA,44123,61300,0,0,0,0
2900259,USA,38620,,"Ponca City, Ok",,,CBSA,43859,53746,0,0,0,0
2900160,USA,34420,,"Mount Pleasant, Tx",,,CBSA,43844,56096,0,0,0,0
2900115,USA,32540,,"Mcalester, Ok",,,CBSA,43758,53054,0,0,0,0
2900495,USA,48820,,"Willmar, Mn",,,CBSA,43686,73285,0,0,0,0
2887283,USA,12140,,"Auburn, In",,,CBSA,43312,68110,0,0,0,0
2900303,USA,40460,,"Rockingham, Nc",,,CBSA,43149,42354,0,0,0,0
2899765,USA,20340,,"Duncan, Ok",,,CBSA,43140,57065,0,0,0,0
2900356,USA,42740,,"Sedalia, Mo",,,CBSA,43059,57581,0,0,0,0
2899831,USA,16340,,"Cedartown, Ga",,,CBSA,43019,51956,0,0,0,0
2900167,USA,34700,,"Muscatine, Ia",,,CBSA,42968,67427,0,0,0,0
2900059,USA,30260,,"Lewisburg, Pa",,,CBSA,42908,64914,0,0,0,0
2900399,USA,44500,,"Stephenville, Tx",,,CBSA,42788,59654,0,0,0,0
2899951,USA,25780,,"Henderson, Nc",,,CBSA,42492,48340,0,0,0,0
2899832,USA,16380,,"Celina, Oh",,,CBSA,42321,73278,0,0,0,0
2899848,USA,10100,,"Aberdeen, Sd",,,CBSA,42292,70693,0,0,0,0
2899723,USA,23780,,"Garden City, Ks",,,CBSA,42151,68481,0,0,0,0
2900305,USA,40540,,"Rock Springs, Wy",,,CBSA,42079,79375,0,0,0,0
2900497,USA,48940,,"Wilmington, Oh",,,CBSA,42077,64210,0,0,0,0
2899644,USA,15340,,"Bucyrus-Galion, Oh",,,CBSA,41861,52486,0,0,0,0
2899720,USA,23620,,"Gainesville, Tx",,,CBSA,41860,66374,0,0,0,0
2900155,USA,34260,,"Mountain Home, Ar",,,CBSA,41801,47403,0,0,0,0
2899776,USA,20900,,"El Campo, Tx",,,CBSA,41614,59712,0,0,0,0
2899868,USA,10940,,"Alma, Mi",,,CBSA,41534,57934,0,0,0,0
2900427,USA,45700,,"Tifton, Ga",,,CBSA,41247,52561,0,0,0,0
2899889,USA,11820,,"Astoria, Or",,,CBSA,41190,68025,0,0,0,0
2900118,USA,32660,,"Mcminnville, Tn",,,CBSA,41163,52948,0,0,0,0
2899629,USA,14620,,"Bradford, Pa",,,CBSA,40459,57861,0,0,0,0
2899619,USA,14180,,"Blytheville, Ar",,,CBSA,40361,50012,0,0,0,0
2899793,USA,21580,,"Española, Nm",,,CBSA,40285,52031,0,0,0,0
2899606,USA,13660,,"Big Rapids, Mi",,,CBSA,40128,54132,0,0,0,0
2900117,USA,32620,,"Mccomb, Ms",,,CBSA,40098,40131,0,0,0,0
2887288,USA,12380,,"Austin, Mn",,,CBSA,40082,66972,0,0,0,0
2900107,USA,32260,,"Marshalltown, Ia",,,CBSA,40049,70828,0,0,0,0
2900487,USA,48460,,"West Plains, Mo",,,CBSA,39960,46401,0,0,0,0
2899655,USA,17500,,"Clewiston, Fl",,,CBSA,39902,49259,0,0,0,0
2900152,USA,34140,,"Moscow, Id",,,CBSA,39872,62258,0,0,0,0
2900204,USA,36380,,"Okeechobee, Fl",,,CBSA,39870,50476,0,0,0,0
2900357,USA,42780,,"Selinsgrove, Pa",,,CBSA,39797,65914,0,0,0,0
2899608,USA,13720,,"Big Stone Gap, Va",,,CBSA,39773,46680,0,0,0,0
2899965,USA,26340,,"Houghton, Mi",,,CBSA,39502,52857,0,0,0,0
2900296,USA,40180,,"Riverton, Wy",,,CBSA,39402,60030,0,0,0,0
2899865,USA,10820,,"Alexandria, Mn",,,CBSA,39081,72472,0,0,0,0
2900494,USA,48780,,"Williston, Nd",,,CBSA,39076,86139,0,0,0,0
2900250,USA,38260,,"Pittsburg, Ks",,,CBSA,39012,49779,0,0,0,0
2899940,USA,25300,,"Hannibal, Mo",,,CBSA,38881,62527,0,0,0,0
2899778,USA,20980,,"El Dorado, Ar",,,CBSA,38815,49745,0,0,0,0
2900446,USA,46500,,"Urbana, Oh",,,CBSA,38715,70486,0,0,0,0
2900470,USA,47620,,"Warren, Pa",,,CBSA,38492,57925,0,0,0,0
2900316,USA,40940,,"Safford, Az",,,CBSA,38453,64089,0,0,0,0
2899817,USA,15740,,"Cambridge, Oh",,,CBSA,38409,53901,0,0,0,0
2900358,USA,42820,,"Selma, Al",,,CBSA,38326,37180,0,0,0,0
2899746,USA,19580,,"Defiance, Oh",,,CBSA,38300,69302,0,0,0,0
2899642,USA,15220,,"Brownwood, Tx",,,CBSA,38159,53792,0,0,0,0
2899851,USA,10220,,"Ada, Ok",,,CBSA,38116,59457,0,0,0,0
2900376,USA,43460,,"Sikeston, Mo",,,CBSA,38055,54621,0,0,0,0
2899686,USA,18820,,"Crawfordsville, In",,,CBSA,38018,62937,0,0,0,0
2900178,USA,35140,,"Newberry, Sc",,,CBSA,37918,56706,0,0,0,0
2900348,USA,42420,,"Scottsbluff, Ne",,,CBSA,37880,59842,0,0,0,0
2900071,USA,30820,,"Lock Haven, Pa",,,CBSA,37860,59011,0,0,0,0
2899930,USA,24900,,"Greenwood, Ms",,,CBSA,37850,35452,0,0,0,0
2900073,USA,30900,,"Logansport, In",,,CBSA,37820,55862,0,0,0,0
2899990,USA,27300,,"Jacksonville, Il",,,CBSA,37781,62004,0,0,0,0
2899771,USA,20660,,"Easton, Md",,,CBSA,37663,81667,0,0,0,0
2899834,USA,16460,,"Centralia, Il",,,CBSA,37543,59099,0,0,0,0
2900045,USA,29660,,"Laramie, Wy",,,CBSA,37525,55887,0,0,0,0
2900176,USA,35060,,"Natchitoches, La",,,CBSA,37478,41310,0,0,0,0
2900220,USA,36940,,"Owatonna, Mn",,,CBSA,37396,79722,0,0,0,0
2900166,USA,34660,,"Murray, Ky",,,CBSA,37345,48276,0,0,0,0
2899604,USA,13540,,"Bennington, Vt",,,CBSA,37326,68558,0,0,0,0
2899819,USA,15820,,"Campbellsville, Ky",,,CBSA,37254,56136,0,0,0,0
2899713,USA,23340,,"Fremont, Ne",,,CBSA,37175,66793,0,0,0,0
2900022,USA,28620,,"Kill Devil Hills, Nc",,,CBSA,37160,79742,0,0,0,0
2900162,USA,34500,,"Mount Vernon, Il",,,CBSA,37043,58384,0,0,0,0
2900407,USA,44860,,"Sulphur Springs, Tx",,,CBSA,37008,63766,0,0,0,0
2899701,USA,22700,,"Fort Dodge, Ia",,,CBSA,36986,65335,0,0,0,0
2899792,USA,21540,,"Escanaba, Mi",,,CBSA,36839,53852,0,0,0,0
2899769,USA,20540,,"Dyersburg, Tn",,,CBSA,36818,53150,0,0,0,0
2900135,USA,33380,,"Minden, La",,,CBSA,36761,34263,0,0,0,0
2887282,USA,12120,,"Atmore, Al",,,CBSA,36755,41153,0,0,0,0
2899976,USA,26780,,"Hutchinson, Mn",,,CBSA,36727,73296,0,0,0,0
2900113,USA,32460,,"Mayfield, Ky",,,CBSA,36701,52526,0,0,0,0
2899970,USA,26540,,"Huntington, In",,,CBSA,36699,59894,0,0,0,0
2900345,USA,42300,,"Sault Ste. Marie, Mi",,,CBSA,36670,58408,0,0,0,0
2899684,USA,18740,,"Coshocton, Oh",,,CBSA,36629,52048,0,0,0,0
2899751,USA,19760,,"Deridder, La",,,CBSA,36553,68525,0,0,0,0
2899592,USA,13060,,"Bay City, Tx",,,CBSA,36251,56412,0,0,0,0
2900185,USA,35460,,"Newport, Tn",,,CBSA,36186,45110,0,0,0,0
2900459,USA,47180,,"Vincennes, In",,,CBSA,36148,58173,0,0,0,0
2900055,USA,30060,,"Lebanon, Mo",,,CBSA,36060,49202,0,0,0,0
2899622,USA,14300,,"Bonham, Tx",,,CBSA,36052,65835,0,0,0,0
2900243,USA,37940,,"Peru, In",,,CBSA,35952,59551,0,0,0,0
2900454,USA,46860,,"Vernal, Ut",,,CBSA,35951,67983,0,0,0,0
2900191,USA,35820,,"North Platte, Ne",,,CBSA,35827,63119,0,0,0,0
2899745,USA,19540,,"Decatur, In",,,CBSA,35827,61731,0,0,0,0
2899634,USA,14780,,"Brenham, Tx",,,CBSA,35807,70043,0,0,0,0
2900261,USA,38700,,"Pontiac, Il",,,CBSA,35771,68175,0,0,0,0
2900458,USA,47080,,"Vidalia, Ga",,,CBSA,35633,47430,0,0,0,0
2899812,USA,15580,,"Butte-Silver Bow, Mt",,,CBSA,35306,56297,0,0,0,0
2900219,USA,36900,,"Ottumwa, Ia",,,CBSA,35292,56209,0,0,0,0
2899988,USA,27220,,"Jackson, Wy-Id",,,CBSA,35159,102435,0,0,0,0
2899637,USA,15020,,"Brookhaven, Ms",,,CBSA,34855,47069,0,0,0,0
2899788,USA,21380,,"Emporia, Ks",,,CBSA,34752,56068,0,0,0,0
2899677,USA,18420,,"Corinth, Ms",,,CBSA,34717,47716,0,0,0,0
2900500,USA,49060,,"Winfield, Ks",,,CBSA,34661,55726,0,0,0,0
2899639,USA,15100,,"Brookings, Sd",,,CBSA,34631,64438,0,0,0,0
2900478,USA,47980,,"Watertown, Sd",,,CBSA,34598,67993,0,0,0,0
2899775,USA,20820,,"Effingham, Il",,,CBSA,34594,73181,0,0,0,0
2900060,USA,30280,,"Lewisburg, Tn",,,CBSA,34567,65325,0,0,0,0
2899878,USA,11420,,"Angola, In",,,CBSA,34507,68837,0,0,0,0
2899607,USA,13700,,"Big Spring, Tx",,,CBSA,34488,67243,0,0,0,0
2900418,USA,45340,,"Taos, Nm",,,CBSA,34475,55145,0,0,0,0
2899882,USA,11580,,"Arcadia, Fl",,,CBSA,34258,45000,0,0,0,0
2900051,USA,29900,,"Laurinburg, Nc",,,CBSA,34222,41948,0,0,0,0
2899755,USA,19940,,"Dixon, Il",,,CBSA,34221,64588,0,0,0,0
2899670,USA,18100,,"Columbus, Ne",,,CBSA,34219,69943,0,0,0,0
2899756,USA,19980,,"Dodge City, Ks",,,CBSA,34212,67997,0,0,0,0
2899873,USA,11140,,"Americus, Ga",,,CBSA,33943,39867,0,0,0,0
2900419,USA,45380,,"Taylorville, Il",,,CBSA,33893,56933,0,0,0,0
2899754,USA,19860,,"Dickinson, Nd",,,CBSA,33828,78608,0,0,0,0
2900360,USA,42900,,"Seneca Falls, Ny",,,CBSA,33651,64050,0,0,0,0
2900240,USA,37800,,"Pella, Ia",,,CBSA,33487,74193,0,0,0,0
2900473,USA,47780,,"Washington, In",,,CBSA,33337,64113,0,0,0,0
2899635,USA,14820,,"Brevard, Nc",,,CBSA,33131,62056,0,0,0,0
2900093,USA,31680,,"Malvern, Ar",,,CBSA,33129,50260,0,0,0,0
2900088,USA,31500,,"Madison, In",,,CBSA,33057,57801,0,0,0,0
2899741,USA,19420,,"Dayton, Tn",,,CBSA,33031,55568,0,0,0,0
2899709,USA,23140,,"Frankfort, In",,,CBSA,33020,59515,0,0,0,0
2900434,USA,45980,,"Troy, Al",,,CBSA,32997,42616,0,0,0,0
2900108,USA,32280,,"Martin, Tn",,,CBSA,32946,47769,0,0,0,0
2899986,USA,27160,,"Jackson, Oh",,,CBSA,32563,56549,0,0,0,0
2899816,USA,15700,,"Cambridge, Md",,,CBSA,32557,57490,0,0,0,0
2900253,USA,38380,,"Plainview, Tx",,,CBSA,32525,50721,0,0,0,0
2900158,USA,34350,,"Mount Gay-Shamrock, Wv",,,CBSA,32350,42194,0,0,0,0
2900233,USA,37540,,"Paris, Tn",,,CBSA,32305,48025,0,0,0,0
2900001,USA,27660,,"Jennings, La",,,CBSA,32277,52470,0,0,0,0
2900007,USA,27940,,"Juneau, Ak",,,CBSA,32108,95711,0,0,0,0
2900411,USA,45000,,"Susanville, Ca",,,CBSA,31873,59515,0,0,0,0
2899661,USA,17700,,"Coffeyville, Ks",,,CBSA,31448,51513,0,0,0,0
2899605,USA,13620,,"Berlin, Nh",,,CBSA,31430,55247,0,0,0,0
2900048,USA,29780,,"Las Vegas, Nm",,,CBSA,31423,42301,0,0,0,0
2900370,USA,43260,,"Sheridan, Wy",,,CBSA,31176,68898,0,0,0,0
2899945,USA,25580,,"Hastings, Ne",,,CBSA,31143,61502,0,0,0,0
2900464,USA,47340,,"Wabash, In",,,CBSA,31032,66194,0,0,0,0
2899598,USA,13300,,"Beeville, Tx",,,CBSA,30977,50283,0,0,0,0
2900026,USA,28780,,"Kingsville, Tx",,,CBSA,30976,52407,0,0,0,0
2899632,USA,14720,,"Breckenridge, Co",,,CBSA,30955,100611,0,0,0,0
2900323,USA,41260,,"St. Marys, Pa",,,CBSA,30886,61672,0,0,0,0
2899860,USA,10660,,"Albert Lea, Mn",,,CBSA,30857,65679,0,0,0,0
2899833,USA,16420,,"Central City, Ky",,,CBSA,30735,50935,0,0,0,0
2899652,USA,17380,,"Cleveland, Ms",,,CBSA,30688,37845,0,0,0,0
2900445,USA,46460,,"Union City, Tn",,,CBSA,30670,50638,0,0,0,0
2899982,USA,27020,,"Iron Mountain, Mi-Wi",,,CBSA,30511,59483,0,0,0,0
2900127,USA,33060,,"Miami, Ok",,,CBSA,30472,46186,0,0,0,0
2900002,USA,27700,,"Jesup, Ga",,,CBSA,30277,49847,0,0,0,0
2900119,USA,32700,,"Mcpherson, Ks",,,CBSA,30085,71250,0,0,0,0
2900028,USA,28860,,"Kirksville, Mo",,,CBSA,29365,51618,0,0,0,0
2900081,USA,31220,,"Ludington, Mi",,,CBSA,29178,60744,0,0,0,0
2887290,USA,12460,,"Bainbridge, Ga",,,CBSA,29063,47383,0,0,0,0
2899704,USA,22820,,"Fort Morgan, Co",,,CBSA,29045,70471,0,0,0,0
2899947,USA,25700,,"Hays, Ks",,,CBSA,28921,59665,0,0,0,0
2899869,USA,10980,,"Alpena, Mi",,,CBSA,28911,49133,0,0,0,0
2900476,USA,47920,,"Washington Court House, Oh",,,CBSA,28901,56773,0,0,0,0
2900452,USA,46780,,"Van Wert, Oh",,,CBSA,28833,64841,0,0,0,0
2900156,USA,34300,,"Mountain Home, Id",,,CBSA,28752,55000,0,0,0,0
2900136,USA,33420,,"Mineral Wells, Tx",,,CBSA,28569,65242,0,0,0,0
2900484,USA,48220,,"Weatherford, Ok",,,CBSA,28391,58669,0,0,0,0
2899963,USA,26260,,"Hope, Ar",,,CBSA,28329,44423,0,0,0,0
2900017,USA,28380,,"Kennett, Mo",,,CBSA,28174,44868,0,0,0,0
2900505,USA,14160,,"Bluffton, In",,,CBSA,28167,68074,0,0,0,0
2900068,USA,30660,,"Lincoln, Il",,,CBSA,28027,62547,0,0,0,0
2900377,USA,43500,,"Silver City, Nm",,,CBSA,28006,44895,0,0,0,0
2899783,USA,21180,,"Elkins, Wv",,,CBSA,28005,51186,0,0,0,0
2900424,USA,45580,,"Thomaston, Ga",,,CBSA,27638,48740,0,0,0,0
2900193,USA,35860,,"North Vernon, In",,,CBSA,27610,66892,0,0,0,0
2899687,USA,18860,,"Crescent City, Ca",,,CBSA,27462,61149,0,0,0,0
2899818,USA,15780,,"Camden, Ar",,,CBSA,27379,50152,0,0,0,0
2900085,USA,31380,,"Macomb, Il",,,CBSA,27370,48904,0,0,0,0
2899917,USA,24380,,"Grants, Nm",,,CBSA,27211,49866,0,0,0,0
2900444,USA,46420,,"Union, Sc",,,CBSA,27158,42305,0,0,0,0
2899794,USA,21640,,"Eufaula, Al-Ga",,,CBSA,27057,39599,0,0,0,0
2899711,USA,23240,,"Fredericksburg, Tx",,,CBSA,26953,70162,0,0,0,0
2900428,USA,45740,,"Toccoa, Ga",,,CBSA,26732,52901,0,0,0,0
2900422,USA,45520,,"The Dalles, Or",,,CBSA,26639,61316,0,0,0,0
2899603,USA,13500,,"Bennettsville, Sc",,,CBSA,26585,34275,0,0,0,0
2899925,USA,24700,,"Greensburg, In",,,CBSA,26432,71566,0,0,0,0
2900036,USA,29260,,"La Grande, Or",,,CBSA,26286,61946,0,0,0,0
2900386,USA,43940,,"Spearfish, Sd",,,CBSA,26047,62977,0,0,0,0
2900218,USA,36840,,"Ottawa, Ks",,,CBSA,25968,68217,0,0,0,0
2900064,USA,30420,,"Lexington, Ne",,,CBSA,25910,68128,0,0,0,0
2900186,USA,35580,,"New Ulm, Mn",,,CBSA,25880,67038,0,0,0,0
2899980,USA,26940,,"Indianola, Ms",,,CBSA,25867,37403,0,0,0,0
2900481,USA,48100,,"Wauchula, Fl",,,CBSA,25528,44665,0,0,0,0
2899919,USA,24460,,"Great Bend, Ks",,,CBSA,25477,54634,0,0,0,0
2899803,USA,21980,,"Fallon, Nv",,,CBSA,25409,69922,0,0,0,0
2899749,USA,19700,,"Deming, Nm",,,CBSA,25393,38241,0,0,0,0
2899937,USA,25200,,"Hailey, Id",,,CBSA,25381,81271,0,0,0,0
2900105,USA,32140,,"Marshall, Mn",,,CBSA,25352,68919,0,0,0,0
2900274,USA,39260,,"Prineville, Or",,,CBSA,24987,74969,0,0,0,0
2900398,USA,44460,,"Steamboat Springs, Co",,,CBSA,24944,95144,0,0,0,0
2900408,USA,44900,,"Summerville, Ga",,,CBSA,24902,43556,0,0,0,0
2900126,USA,33020,,"Mexico, Mo",,,CBSA,24873,51745,0,0,0,0
2900449,USA,46620,,"Uvalde, Tx",,,CBSA,24833,55000,0,0,0,0
2899871,USA,11060,,"Altus, Ok",,,CBSA,24776,60954,0,0,0,0
2900141,USA,33620,,"Moberly, Mo",,,CBSA,24652,51480,0,0,0,0
2900350,USA,42500,,"Scottsburg, In",,,CBSA,24403,49343,0,0,0,0
2900130,USA,33180,,"Middlesborough, Ky",,,CBSA,24248,33658,0,0,0,0
2899894,USA,49260,,"Woodward, Ok",,,CBSA,24166,60873,0,0,0,0
2900304,USA,40530,,"Rockport, Tx",,,CBSA,24048,58168,0,0,0,0
2899962,USA,26220,,"Hood River, Or",,,CBSA,23965,80254,0,0,0,0
2900140,USA,33580,,"Mitchell, Sd",,,CBSA,23409,57432,0,0,0,0
2899638,USA,15060,,"Brookings, Or",,,CBSA,23404,64300,0,0,0,0
2899673,USA,18220,,"Connersville, In",,,CBSA,23391,52219,0,0,0,0
2899899,USA,49460,,"Yankton, Sd",,,CBSA,23311,68847,0,0,0,0
2900106,USA,32180,,"Marshall, Mo",,,CBSA,23219,55396,0,0,0,0
2899699,USA,22620,,"Forrest City, Ar",,,CBSA,23138,39822,0,0,0,0
2900466,USA,47420,,"Wahpeton, Nd-Mn",,,CBSA,23002,67099,0,0,0,0
2900091,USA,31620,,"Magnolia, Ar",,,CBSA,22707,47441,0,0,0,0
2899781,USA,21120,,"Elk City, Ok",,,CBSA,22295,51499,0,0,0,0
2899897,USA,49380,,"Worthington, Mn",,,CBSA,22194,62973,0,0,0,0
2900215,USA,36820,,"Oskaloosa, Ia",,,CBSA,22059,65200,0,0,0,0
2900230,USA,37420,,"Pampa, Tx",,,CBSA,22036,54852,0,0,0,0
2900066,USA,30580,,"Liberal, Ks",,,CBSA,21942,57131,0,0,0,0
2899593,USA,13100,,"Beatrice, Ne",,,CBSA,21654,60035,0,0,0,0
2899993,USA,27420,,"Jamestown, Nd",,,CBSA,21609,59167,0,0,0,0
2900058,USA,30220,,"Levelland, Tx",,,CBSA,21495,53283,0,0,0,0
2899932,USA,24980,,"Grenada, Ms",,,CBSA,21474,45745,0,0,0,0
2899885,USA,11660,,"Arkadelphia, Ar",,,CBSA,21469,48071,0,0,0,0
2900400,USA,44540,,"Sterling, Co",,,CBSA,21302,54864,0,0,0,0
2899764,USA,20300,,"Dumas, Tx",,,CBSA,21284,59041,0,0,0,0
2899649,USA,17260,,"Clarksdale, Ms",,,CBSA,21264,36075,0,0,0,0
2899935,USA,25100,,"Guymon, Ok",,,CBSA,21144,55682,0,0,0,0
2900110,USA,32340,,"Maryville, Mo",,,CBSA,21140,53917,0,0,0,0
2899974,USA,26700,,"Huron, Sd",,,CBSA,20925,64167,0,0,0,0
2900247,USA,38180,,"Pierre, Sd",,,CBSA,20791,83641,0,0,0,0
2899826,USA,16140,,"Carroll, Ia",,,CBSA,20728,68041,0,0,0,0
2900405,USA,44740,,"Storm Lake, Ia",,,CBSA,20687,62662,0,0,0,0
2899624,USA,14420,,"Borger, Tx",,,CBSA,20595,62211,0,0,0,0
2900216,USA,36830,,"Othello, Wa",,,CBSA,20557,63105,0,0,0,0
2899797,USA,21740,,"Evanston, Wy",,,CBSA,20546,78164,0,0,0,0
2900461,USA,47240,,"Vineyard Haven, Ma",,,CBSA,20543,93225,0,0,0,0
2900273,USA,39220,,"Price, Ut",,,CBSA,20338,53734,0,0,0,0
2900284,USA,39700,,"Raymondville, Tx",,,CBSA,20308,42839,0,0,0,0
2899676,USA,18380,,"Cordele, Ga",,,CBSA,20255,47463,0,0,0,0
2900311,USA,40760,,"Ruidoso, Nm",,,CBSA,20222,47919,0,0,0,0
2900267,USA,38920,,"Port Lavaca, Tx",,,CBSA,20127,62267,0,0,0,0
2900236,USA,37660,,"Parsons, Ks",,,CBSA,20096,56143,0,0,0,0
2899801,USA,21860,,"Fairmont, Mn",,,CBSA,19960,61674,0,0,0,0
2900077,USA,31060,,"Los Alamos, Nm",,,CBSA,19253,135801,0,0,0,0
2900263,USA,38780,,"Portales, Nm",,,CBSA,19142,52644,0,0,0,0
2900488,USA,48500,,"West Point, Ms",,,CBSA,18598,37412,0,0,0,0
2899952,USA,25820,,"Hereford, Tx",,,CBSA,18585,51942,0,0,0,0
2899877,USA,11380,,"Andrews, Tx",,,CBSA,18362,86458,0,0,0,0
2900238,USA,37770,,"Pearsall, Tx",,,CBSA,18151,56042,0,0,0,0
2899640,USA,15140,,"Brownsville, Tn",,,CBSA,17806,44890,0,0,0,0
2900388,USA,44020,,"Spirit Lake, Ia",,,CBSA,17692,72446,0,0,0,0
2900501,USA,49080,,"Winnemucca, Nv",,,CBSA,17266,75574,0,0,0,0
2899692,USA,22340,,"Fitzgerald, Ga",,,CBSA,17169,38255,0,0,0,0
2900114,USA,32500,,"Maysville, Ky",,,CBSA,17068,48460,0,0,0,0
2900380,USA,43660,,"Snyder, Tx",,,CBSA,16883,58932,0,0,0,0
2900387,USA,43980,,"Spencer, Ia",,,CBSA,16423,61756,0,0,0,0
2899950,USA,25760,,"Helena-West Helena, Ar",,,CBSA,16373,37458,0,0,0,0
2899890,USA,11860,,"Atchison, Ks",,,CBSA,16309,55281,0,0,0,0
2899800,USA,21840,,"Fairfield, Ia",,,CBSA,15785,52210,0,0,0,0
2900453,USA,46820,,"Vermillion, Sd",,,CBSA,14953,55963,0,0,0,0
2900412,USA,45020,,"Sweetwater, Tx",,,CBSA,14657,47437,0,0,0,0
2900239,USA,37780,,"Pecos, Tx",,,CBSA,14118,57329,0,0,0,0
2900020,USA,28540,,"Ketchikan, Ak",,,CBSA,13910,82763,0,0,0,0
2899906,USA,49820,,"Zapata, Tx",,,CBSA,13896,35061,0,0,0,0
2899685,USA,18780,,"Craig, Co",,,CBSA,13232,63983,0,0,0,0
2900455,USA,46900,,"Vernon, Tx",,,CBSA,12795,50769,0,0,0,0
2900042,USA,29500,,"Lamesa, Tx",,,CBSA,12342,45268,0,0,0,0
5445224,USA,,34,08701,NJ,MIDDLE_ATLANTIC,ZIP5,134008,58949,0,0,0,0
5487000,USA,,48,77494,TX,WEST_SOUTH_CENTRAL,ZIP5,130920,144444,0,0,0,0
5364758,USA,,48,77449,TX,WEST_SOUTH_CENTRAL,ZIP5,122098,82300,0,0,0,0
